preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
identificere kilder vedrørende potentielle målgrupper for kunst	http://data.europa.eu/esco/skill/39020c4b-62b0-40f3-9d63-6228dbd6f3c3	skill/competence			Identificere relevante informationskilder relateret til en gruppe, som du kan komme til at arbejde med.
udvikle kiropraktiske tjenester	http://data.europa.eu/esco/skill/390a3b3d-eca7-4519-b501-4f6fd2b90a54	skill/competence			Udvikle sikker og effektiv kiropraktik af høj kvalitet.
analysere scenografi	http://data.europa.eu/esco/skill/390bd026-943b-44a5-b871-def0248e26b8	skill/competence			Analysere udvælgelse og fordeling af væsentlige elementer på en scene.
optomekaniske komponenter	http://data.europa.eu/esco/skill/3912401a-cccf-4995-9f5b-76302b26fff4	knowledge			Komponenter, der har mekaniske og optiske egenskaber, som f.eks. optiske spejle, optiske rammer og optiske fibre.
yde rådgivning om konservering	http://data.europa.eu/esco/skill/3912b99c-e438-417e-85a2-1c5c10185e33	skill/competence			Udarbejde retningslinjer for behandling, beskyttelse og vedligeholdelse af genstande og give professionel rådgivning om muligt restaureringsarbejde.
fastholde metalarbejdsemne i maskine	http://data.europa.eu/esco/skill/392cf12b-e0e3-463e-9f07-995274cc0aa8	skill/competence			Placere og fastholde et potentielt opvarmet metalstykke ved håndkraft, for at det ved hjælp af maskinen kan gennemgå de nødvendige metalbearbejdningsprocesser. Tage højde for maskinens formgivning for at kunne placere og fastholde den forarbejdede del på den bedste måde.
organer fra varmblodede dyr	http://data.europa.eu/esco/skill/3935e442-df7f-46c9-8eb8-901d001990b6	knowledge			Forskellen mellem hvide og røde organer fra varmblodede dyr og deres placering i kroppen. Et hvidt organ kan være maven, de røde organer kan være hjertet, leveren eller lungerne. Normerne for korrekt behandling af disse organer.
reagere på nødsituationer i forbindelse med minedrift	http://data.europa.eu/esco/skill/3938da70-dd7a-4092-b039-10c2218867fd	skill/competence			Reagere hurtigt på alarmopkald. Tilvejebringe passende bistand og lede det først ankomne nødberedskab til hændelsesstedet.
kalibrere skydevåben	http://data.europa.eu/esco/skill/393a7e6b-8deb-41a3-a48e-30d5dd68a7df	skill/competence			Forbedre nøjagtigheden af skydevåben ved at forbedre anvendelighed, tolerancer, harmonier og ensartethed i projektilfremdrift samt gøre brug af teknikker såsom lagdeling, tryklagdeling eller fritflydende teknikker.
fremme sundhed	http://data.europa.eu/esco/skill/394028bf-8dd1-4910-ad46-bc9e8e6e5b6d	skill/competence			Fremme sundhed, trivsel og forebyggelse af sygdom eller personskader for kunder og erhvervet for at forbedre samfunds- og folkesundheden.
håndhæve virksomhedsværdier	http://data.europa.eu/esco/skill/39531b63-5c06-432f-81e3-15b551ae1310	skill/competence			Gennemføre og overvåge virksomhedens værdier og etiske principper i alle kædebutikkerne under dens tilsyn.
beskyttelsesforanstaltninger mod indførelse af organismer	http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d	knowledge			Nationale og internationale beskyttelsesforanstaltninger mod indførelse af organismer, f.eks. Rådets direktiv 2000/29/EF om foranstaltninger mod indslæbning i Fællesskabet af skadegørere på planter eller planteprodukter og mod deres spredning inden for Fællesskabet.
betjene pillefremstillingsmaskine	http://data.europa.eu/esco/skill/3971a9e2-a56a-415d-ae27-bda6993af708	skill/competence			Betjene maskiner, der producerer piller til medicinske formål.
designe afvandingssystemer	http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2	skill/competence			Designe systemer, som findes i beboelsesejendomme samt i offentlige ejendomme, f.eks. på gader og bygninger, og som fungerer som dræn for overskydende vand fra disse områder. De fungerer som støtte til afhjælpning af oversvømmelser, fjerner regn og minimerer risici fra kraftige storme og transporterer efterfølgende urenset vand ud i naturen.
etablere høje standarder for pleje af samlinger	http://data.europa.eu/esco/skill/397afe57-de4d-4db6-a889-cc1de4cac0a1	skill/competence			Etablere og opretholde høje kvalitetsstandarder for samlinger, fra erhvervelse til opbevaring og fremvisning.
konserveringsteknikker	http://data.europa.eu/esco/skill/397c14d5-42e0-4c85-8376-4c70b5a90bcf	knowledge			De procedurer, instrumenter, teknikker, materialer og kemikalier, der anvendes til konservering og arkivering.
forvalte kassen	http://data.europa.eu/esco/skill/3982571a-e9ce-442a-a4a0-fdfc97727091	skill/competence			Sikre overensstemmelse med driftsprocedurer og relevant lovgivning i forbindelse med ekspeditionsaktiviteter. Anvende CCF-politik og aktivtkontrollere gældsforvaltning og -inddrivelse inden for de aftalte parametre.
måle effektiviteten af den leverede tjeneste	http://data.europa.eu/esco/skill/398304c5-6073-4968-afc7-394fbd837d74	skill/competence			Gøre brug af en problemløsningsmetode til udvikling og måling af anbefalinger til forbedring af kvaliteten af den faglige praksis i stadig mere uforudsigelige sammenhænge og bidrage til forandring og udvikling inden for erhvervet eller tjenesten på lokalt, regionalt eller nationalt plan.
evaluere oplysninger på området for veterinærsygepleje	http://data.europa.eu/esco/skill/3984527c-3a61-460f-8089-a8473b92b515	skill/competence			Kunne læse, forstå og anvende den mest aktuelle tilgængelige forskning for at begrunde afgørelser baseret på bedste praksis.
drive en medieserver	http://data.europa.eu/esco/skill/398b4b25-fb61-4003-9293-50914d8bfcba	skill/competence			Oprette og drive en medieserver.
overføre animalsk embryo	http://data.europa.eu/esco/skill/398df1fc-cd77-4757-981d-367561ae48b7	skill/competence			Implantere embryoner under en dyrlæges instruktion og sikre, at sundhedstatussen for både embryonerne og modtageren opretholdes til enhver tid.
skrive engelsk	http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be	skill/competence			Skrive tekster på engelsk.
fremstilling af beklædningsartikler	http://data.europa.eu/esco/skill/39a25537-5057-4c0b-8141-32851e1cd886	knowledge			De processer, der anvendes til fremstilling af beklædningsartikler, og de forskellige teknologier og maskiner, der anvendes i fremstillingsprocesserne.
skrive slovakisk	http://data.europa.eu/esco/skill/39a7d447-5a30-41b1-967d-bdcde3288c9e	skill/competence			Skriv tekster på slovakisk.
tilberede saucer og dyppelse til brug i en ret	http://data.europa.eu/esco/skill/39a8498f-87e3-4923-817c-3f5835a64bd2	skill/competence	"lave saucer og dyppelse til brug i en ret
tilberede af saucer og dyppelse til brug i retter
tilberede saucer og dyppelse til brug ved anretning
lave sovse og dyppelse til brug i en ret"		Tilberede saucer og dyppelse til brug i en ret ved rensning, opskæring eller anvendelse af andre metoder.
analysere kemiske stoffer	http://data.europa.eu/esco/skill/39aa5571-45ce-4ba3-a280-f6870ef0075f	skill/competence			Undersøge og teste kemiske substanser med henblik på at analysere deres sammensætning og egenskaber.
adfærdskodeks for journalister	http://data.europa.eu/esco/skill/39aa5c41-960d-420a-a0bb-1ad9686d6369	knowledge			De principper og regler, som journalister skal overholde, når de dækker begivenheder, såsom ytringsfriheden, retten til at blive hørt og objektivitet.
producentens anvisninger til elektriske husholdningsapparater	http://data.europa.eu/esco/skill/39b00008-3c6b-4395-b5dd-9d325283a885	knowledge			Producentens anvisninger til installation af husholdningsapparater, som f.eks. vaskemaskiner, opvaskemaskiner og køleskabe.
bestille produkter	http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042	skill/competence			Bestille produkter fra leverandører efter at have truffet beslutning om den krævede lagermængde.
øve dansebevægelser	http://data.europa.eu/esco/skill/39beb3af-9314-4b17-aa57-449cc70d3d9c	skill/competence			Studere og praktisere dans som påkrævet til kunstneriske produktioner.
lære om kundeservice	http://data.europa.eu/esco/skill/39c00771-5f26-4ced-837f-d5ffeae245aa	skill/competence			Have vilje og entusiasme til at deltage i uddannelses- og læringsteknikker med henblik på at forbedre kundeservice.
samle kapsler op i beholder	http://data.europa.eu/esco/skill/39c3ca28-f931-4aae-bb82-6e647e6866db	skill/competence			Samle tomme kapsler op i samlebeholder.
japansk	http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e	knowledge			Det japanske sprog.
karboneringsteknikker	http://data.europa.eu/esco/skill/39d45f30-9794-4aa1-9f88-494df5af6402	knowledge			Den proces, hvorved kuldioxid opløses i en væske, normalt under højt tryk, de forskellige karboniseringsteknikker, såsom opberedning af flasker (priming), spunsning, krausenering og tvungen karbonering. Bruge disse teknikker i henhold til produktionskrav og det krævede karboniseringsniveau.
udarbejde skræddersyede rejseplaner	http://data.europa.eu/esco/skill/39d7a905-07f0-43a8-82c8-be135821d564	skill/competence	"udvikle brugertilpassede rejseplaner
udarbejde skræddersyede rejseplaner
udfærdige skræddersyede rejseplaner"		Udarbejde skræddersyede ruter under hensyntagen til kundernes specifikke behov og præferencer.
fysisk-kemiske egenskaber ved huder og skind	http://data.europa.eu/esco/skill/39d7fe0c-205a-44d0-a17d-81ebcb5fc032	knowledge			Kvaliteten af huder og skind defineres ved organoleptiske, mikrobiologiske, histologiske og kemiske egenskaber (dvs. fugt, læderhudens struktur, fedtprocent og kollagen). Alle hud- og skindtyper har specifikke fysiske og kemiske egenskaber, der har betydning for formen for garvning og den mest egnede endelige brug af læderet.
kontrollere handelsdokumenter	http://data.europa.eu/esco/skill/39d92981-7b68-47de-bfc0-5374c067dba9	skill/competence			Føre skriftlige fortegnelser med oplysninger om handelstransaktioner, såsom faktura, remburs, ordre, forsendelse, oprindelsescertifikat.
diagnosticere synsproblemer	http://data.europa.eu/esco/skill/39da28ca-7dbc-49d7-8633-ba1b3a4b00c7	skill/competence			Identificere og diagnosticere problemer i det visuelle system, f.eks. i forbindelse med binokulært syn, okulær motilitet, amblyopi eller dovent øje, strabismus eller skelen, glaukom, diabetisk retinopati, vurdering af øjets sansetilstand.
juridiske krav i den sociale sektor	http://data.europa.eu/esco/skill/39dd50ae-814c-4a15-99e9-39afcc36bf9f	knowledge			De fastsatte lovgivningsmæssige og reguleringsmæssige krav i den sociale sektor.
procedurer i finansafdeling	http://data.europa.eu/esco/skill/39e43f7c-a95e-4583-be76-bb134ccce1ae	knowledge			De forskellige procedurer, funktioner, fagsprog, roller i en organisation og andre forhold, der gør sig gældende for den finansielle afdeling i en organisation. Forståelse af årsregnskaber, investeringer, oplysningspolitik osv.
forskrifter for tobaksfremstilling	http://data.europa.eu/esco/skill/39e4db07-50cd-4a3d-934d-d7af9fe4ed58	knowledge			Love og administrative bestemmelser om fremstilling og præsentation af tobak og relaterede produkter.
udføre landmålinger	http://data.europa.eu/esco/skill/39e71107-3aa9-41a0-809c-edea477c968f	skill/competence			Gennemføre undersøgelser for at fastslå, hvor og hvilke naturlige og menneskeskabte strukturer der befinder sig på overfladen samt under jorden og under vandet. Betjene elektronisk fjernmåleudstyr og digitale måleinstrumenter.
fremlægge argumenter på en overbevisende måde	http://data.europa.eu/esco/skill/39e7d2a3-8d01-497c-8c5f-d51ab53a4a22	skill/competence			Fremføre argumenter under en forhandling eller en debat eller skriftligt på en overbevisende måde for at få mest mulig støtte til talerens eller forfatterens sag.
installere stansemaskine	http://data.europa.eu/esco/skill/39eb8f13-4739-41f6-b039-eceac4080672	skill/competence			Installere og smøre stansningspresser ved brug af håndværktøj, bolte og skruetvinger.
sørge for mobile elsystemers sikkerhed	http://data.europa.eu/esco/skill/39f55791-434d-4169-9a46-c000a2859a66	skill/competence			Træffe de nødvendige forholdsregler og samtidig sørge for midlertidig distribution af elektricitet uafhængigt af hinanden. Måle og tænde et anlæg.
forlagsindustri	http://data.europa.eu/esco/skill/39f9b48c-04b5-4e6f-9c52-3cdb29a5a93b	knowledge			Centrale interessenter i forlagsindustrien. Køb, markedsføring og distribution af aviser, bøger, blade og andre informative værker, herunder elektroniske medier.
beregne timepris	http://data.europa.eu/esco/skill/3a01bfd1-6c8f-4705-b485-2501e1ed0657	skill/competence			Foretage enkle beregninger af de penge, der skal tjenes i forhold til antallet af udførte arbejdstimer.
forstå skrevet finsk	http://data.europa.eu/esco/skill/3a0814b1-5851-43f9-b886-1e496fefcf9c	skill/competence			Læse og forstå tekster på finsk.
rådgive ejere af yngelanlæg	http://data.europa.eu/esco/skill/3a08450a-7e60-449d-84cb-a39b3d8aaece	skill/competence			Fremsætte anbefalinger vedrørende yngleanlæg og korrekt drift.
tilfredsstille æstetiske krav	http://data.europa.eu/esco/skill/3a0d4d83-6392-4a81-87f1-5b57b08110b5	skill/competence			Opfylde æstetiske krav og skabe et design, der er i overensstemmelse med det, der forventes af dig med hensyn til billedmateriale og kunst.
koordinere transport	http://data.europa.eu/esco/skill/3a0f10bd-4c3f-4020-b29c-f03cfe6d6e5b	skill/competence			Planlægning af transportoperationer.
ledningsmaster	http://data.europa.eu/esco/skill/3a116ee0-19d4-49e9-a8f0-f2cd4f51c463	knowledge			Høje typer af konstruktion, der anvendes til transmission og distribution af elektrisk energi, og som støtter luftledninger, såsom ledningsmaster til højspændingsvekselstrøm og højspændingsjævnstrøm. De forskellige typer tårndesign og materialer, der er anvendt til konstruktionen, samt typerne af strøm.
købe annonceplads	http://data.europa.eu/esco/skill/3a174b30-37a1-4ce8-aa8d-e36abca1923a	skill/competence			Analysere forskellige reklamemedier for at købe det mest hensigtsmæssige reklameområde for produktet eller tjenesteydelsen såsom aviser, plakater og annoncer. Forhandle vilkår, priser og følge op på leveringen af den købte aftale.
udføre kvalitetskontrol af design under en gennemgang	http://data.europa.eu/esco/skill/3a1c546d-914a-46e4-a7c1-47d43646fedd	skill/competence			Kontrollere og sikre kvaliteten af designresultaterne i løbet af en gennemgang.
bortskaffe loddeaffald	http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da	skill/competence			Indsamle og transportere loddeaffald i specialcontainere til farligt affald.
CADD-programmer	http://data.europa.eu/esco/skill/3a33cec3-4b44-471a-8864-5cc8567a8b1f	knowledge	CADD-software		Computerstøttet design og udarbejdelse (CADD) er brugen af computerteknologi til design og designdokumentation. CAD-software erstatter manuel udarbejdelse med en automatiseret proces.
betjene affaldsforbrændingsanlæg	http://data.europa.eu/esco/skill/3a3f0909-9acc-459b-91f5-17e4e540b260	skill/competence			Betjene en ovn, der anvendes til afbrænding af affald, og som kan fremme energiudnyttelse, der er i overensstemmelse med reglerne.
